fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality,type
6.94551253053545,0.272991816159017,0.403691033605632,13.9200381018436,0.0510434084930612,66.0776619796128,245.61207026662,0.998767699564546,3.16126912983385,0.5797381323472,9.50451257568352,4,White
6.99548621866448,0.190401825534934,0.310377008041862,19.186267016143,0.0441474252233211,39.8527955855019,175.908433350854,1.00024452291957,2.93299365998711,0.523323006135578,9.11222403907045,3,White
5.97883090537534,0.140616464649477,0.251393152104474,4.40291174958158,0.0281087406752012,32.0936115917966,151.56936650663,0.995412077394861,3.48807037634852,0.511582207684662,11.0779514758443,4,White
6.68860327910059,0.371501296671048,0.507941675618113,11.8628433434831,0.0449182353782089,67.5317389719077,155.608503056765,0.998802861494501,3.17442481624398,0.43977251716551,8.85394446202497,5,White
7.22442118517393,0.201252414923183,0.220918305337899,1.61256981883671,0.0449840272965969,16.8179872455155,121.629623426535,0.995423898187812,3.37387047926017,0.528636914456343,10.3662078429718,5,White
13.3863826804295,0.460974591361965,0.518178160627963,2.1151019449941,0.0717746465938323,12.2444413092182,29.8303504409738,1.00214057510338,3.07954946010995,0.560803608248073,8.98511763192314,4,Red
7.06521351218904,0.541149589899876,0.0909607098922503,2.02808531703495,0.0820784202860115,9.63665820573793,16.456075695047,0.996449793732093,3.43047934823371,0.589914527486504,11.6377360429142,4,Red
7.51303470708373,0.18083444459239,0.717479234235766,9.41685557627635,0.0400377380690811,55.1975440078726,154.343707560922,0.999001618931981,3.04368646966369,0.460808389157135,8.67936414564865,5,White
8.72198566802887,0.621207271972414,0.190637057587288,3.94872890602282,0.170952402210422,47.7981328579117,151.526612073265,0.9993218050737,3.17974967789879,0.923564504390565,9.28718731717571,5,Red
8.79630809838267,0.69754248595077,0.240839025878795,2.40487920024851,0.227312694179712,5.13748085513527,14.5588737221234,0.999849713010047,3.31215147425384,0.597276570014702,9.05685691944023,4,Red
6.69337706978484,0.481374731647971,0.489624515248602,2.69098490320394,0.0310133758829188,28.6944263386929,112.290820331475,0.990739467623381,3.13085980343898,0.400385390294781,12.9796261810573,4,White
8.09657102841081,0.23137788924941,0.408761000073183,1.07562049707694,0.0489253811830351,33.9630875768094,166.756492559416,0.992615963083849,3.0844406986519,0.470528591629735,11.1084144503776,5,White
6.06075049154452,0.211230271672803,0.239627046165927,12.2060642672869,0.0510288493048843,55.6607482119109,151.80982395951,0.997250832150261,3.3351460531453,0.392006816233739,9.43581381746359,5,White
6.66437065628212,0.242658658005227,0.320866911268833,9.15575022535326,0.0240327012768102,19.6301701008077,127.398560893704,0.994306471319453,3.33668266146719,0.350099402635208,12.5496118601431,4,White
6.84813504552564,0.32074905661485,0.261253696954014,8.27799866587416,0.0539200342401226,31.9714061204685,168.210400453466,0.996700980717136,3.25265758295896,0.509660992939487,9.357446418514,4,White
6.98298143104494,0.140896027939894,0.400752700359524,1.74781008226264,0.0360035875725003,16.0739348568571,83.676683030991,0.991708771845343,3.19532174230802,0.423128740814527,11.7681411690926,4,White
5.61139907544921,0.6620728819892,0.000996987407486519,2.15599985152817,0.0883072827312821,3.0897920305053,11.8171818247564,0.994740267333243,3.73382827551844,0.631335993911801,12.7793461438198,3,Red
5.55983994077799,0.349243253844006,0.401535911606885,6.02118740758879,0.0229776889101288,22.2318885632296,166.398370882025,0.994217423069349,3.53444036747266,0.500713348180597,11.8137722063967,3,White
